Entry	Action	User Name	Updated Date
正本	Added	hoannk	2013-07-18 11:06:27.082+07:00
胜少败多	Added	hoannk	2013-07-18 11:07:31.653+07:00
栖身	Updated	hoannk	2013-07-18 11:08:06.362+07:00
明朗	Updated	hoannk	2013-07-18 11:08:37.388+07:00
小大人	Added	hoannk	2013-07-18 11:11:26.635+07:00
震慑	Updated	hoannk	2013-07-18 11:12:09.774+07:00
元气	Updated	hoannk	2013-07-18 11:12:19.224+07:00
武力	Updated	hoannk	2013-07-18 11:13:39.163+07:00
战国时期	Updated	hoannk	2013-07-18 11:13:59.897+07:00
郡县	Added	hoannk	2013-07-18 11:14:46.251+07:00
围城	Updated	hoannk	2013-07-18 11:15:55.479+07:00
士子	Added	hoannk	2013-07-18 11:16:26.206+07:00
城门	Updated	hoannk	2013-07-18 11:16:43.588+07:00
绅士	Updated	hoannk	2013-07-18 11:21:06.943+07:00
丈夫	Updated	hoannk	2013-07-18 11:21:23.100+07:00
加油打气	Added	hoannk	2013-07-18 11:22:17.704+07:00
抹黑	Added	hoannk	2013-07-18 11:22:38.829+07:00
团体	Updated	hoannk	2013-07-18 11:23:14.165+07:00
雄狮	Updated	hoannk	2013-07-18 11:27:07.074+07:00
黄色	Updated	hoannk	2013-07-18 11:28:01.862+07:00
大巴车	Updated	hoannk	2013-07-18 11:28:52.626+07:00
鸣笛	Added	hoannk	2013-07-18 11:29:08.084+07:00
狰狞	Updated	hoannk	2013-07-18 11:29:24.439+07:00
狂暴	Updated	hoannk	2013-07-18 11:30:15.178+07:00
歌词	Updated	hoannk	2013-07-18 11:31:37.068+07:00
烤火鸡	Added	hoannk	2013-07-18 11:32:35.768+07:00
警方	Updated	hoannk	2013-07-18 11:33:12.149+07:00
斗法	Updated	hoannk	2013-07-18 11:38:26.054+07:00
安保	Updated	hoannk	2013-07-18 11:39:17.247+07:00
大乱	Updated	hoannk	2013-07-18 11:40:14.746+07:00
暴力	Updated	hoannk	2013-07-18 11:40:41.465+07:00
叔叔	Updated	hoannk	2013-07-18 11:40:52.694+07:00
袖手	Updated	hoannk	2013-07-18 11:42:40.536+07:00
队医	Added	hoannk	2013-07-18 11:43:43.940+07:00
居功至伟	Added	hoannk	2013-07-18 11:44:40.020+07:00
球队	Updated	hoannk	2013-07-18 11:45:00.828+07:00
职业足坛	Added	hoannk	2013-07-18 11:45:36.149+07:00
扯淡	Updated	hoannk	2013-07-18 11:45:48.617+07:00
道路	Updated	hoannk	2013-07-18 11:46:11.293+07:00
球场	Updated	hoannk	2013-07-18 11:46:27.774+07:00
无欲无求	Added	hoannk	2013-07-18 11:46:56.227+07:00
代理主教练	Added	hoannk	2013-07-18 11:48:42.227+07:00
露馅了	Updated	hoannk	2013-07-18 11:50:08.714+07:00
律师	Updated	hoannk	2013-07-18 11:50:48.113+07:00
首相	Deleted	hoannk	2013-07-18 11:51:07.441+07:00
鸽子	Updated	hoannk	2013-07-18 11:52:46.968+07:00
杂志	Updated	hoannk	2013-07-18 11:53:20.724+07:00
建筑	Updated	hoannk	2013-07-18 11:55:29.610+07:00
矗立在	Updated	hoannk	2013-07-18 11:55:43.007+07:00
招牌	Updated	hoannk	2013-07-18 11:56:09.925+07:00
狗娘养的	Added	hoannk	2013-07-18 11:58:13.956+07:00
都市	Updated	hoannk	2013-07-18 11:58:32.988+07:00
葬礼	Updated	hoannk	2013-07-18 12:15:27.976+07:00
种马	Added	hoannk	2013-07-18 12:16:33.422+07:00
炫耀	Updated	hoannk	2013-07-18 12:16:49.553+07:00
男子汉	Updated	hoannk	2013-07-18 12:17:06.856+07:00
老大	Updated	hoannk	2013-07-18 12:17:22.558+07:00
砖头	Updated	hoannk	2013-07-18 12:17:38.934+07:00
南征北战	Updated	hoannk	2013-07-18 12:18:05.331+07:00
岁月	Updated	hoannk	2013-07-18 12:18:17.458+07:00
一拥而上	Added	hoannk	2013-07-18 12:18:46.733+07:00
鼻青脸肿	Updated	hoannk	2013-07-18 12:19:12.702+07:00
乐道	Deleted	hoannk	2014-03-08 13:28:24.505+07:00
津津乐道	Added	hoannk	2013-07-18 12:20:33.359+07:00
时光	Updated	hoannk	2013-07-18 12:21:16.965+07:00
噩梦	Deleted	hoannk	2013-07-18 12:30:39.557+07:00
搀扶着	Updated	hoannk	2013-07-18 12:23:48.983+07:00
女儿	Updated	hoannk	2013-07-18 12:24:24.845+07:00
勇士	Updated	hoannk	2013-07-18 12:25:11.537+07:00
吵过架	Added	hoannk	2013-07-18 12:25:54.583+07:00
己见	Added	hoannk	2013-07-18 12:26:36.103+07:00
伤心	Updated	hoannk	2013-07-18 12:26:55.248+07:00
王朝	Updated	hoannk	2013-07-18 12:27:09.983+07:00
不幸	Updated	hoannk	2013-07-18 12:29:36.795+07:00
虚无缥缈	Added	hoannk	2013-07-18 12:31:19.244+07:00
人选	Updated	hoannk	2013-07-18 12:33:32.424+07:00
财务	Updated	hoannk	2013-07-18 12:34:00.686+07:00
顾问	Updated	hoannk	2013-07-18 12:34:16.685+07:00
斗嘴	Updated	hoannk	2013-07-18 12:37:04.591+07:00
黑夜	Updated	hoannk	2013-07-18 12:42:19.582+07:00
按摩	Updated	hoannk	2013-07-18 12:43:11.809+07:00
热气	Updated	hoannk	2013-07-18 12:41:13.403+07:00
没精打采的	Added	hoannk	2013-07-18 12:44:08.301+07:00
双方	Updated	hoannk	2013-07-18 12:45:03.904+07:00
脑部	Updated	hoannk	2013-07-18 12:45:54.572+07:00
大军	Updated	hoannk	2013-07-18 12:47:58.306+07:00
军队	Updated	hoannk	2013-07-18 12:48:14.657+07:00
大河	Updated	hoannk	2013-07-18 12:48:33.744+07:00
将军	Updated	hoannk	2013-07-18 12:48:50.047+07:00
大营	Updated	hoannk	2013-07-18 12:49:06.021+07:00
敌人	Updated	hoannk	2013-07-18 12:49:56.649+07:00
门将	Added	hoannk	2013-07-18 12:52:44.090+07:00
学徒	Updated	hoannk	2013-07-18 12:53:23.160+07:00
铲球	Added	hoannk	2013-07-18 12:53:55.454+07:00
老教练	Added	hoannk	2013-07-18 12:54:47.089+07:00
核心	Updated	hoannk	2013-07-18 12:57:02.711+07:00
区域	Updated	hoannk	2013-07-18 12:57:40.116+07:00
不其	Added	hoannk	2013-07-18 12:58:15.537+07:00
牺牲	Updated	hoannk	2013-07-18 12:58:36.000+07:00
任意球	Added	hoannk	2013-07-18 13:00:32.323+07:00
掩护	Updated	hoannk	2013-07-18 13:01:11.010+07:00
飞行	Updated	hoannk	2013-07-18 13:04:31.939+07:00
轨迹	Updated	hoannk	2013-07-18 13:05:11.887+07:00
球门	Added	hoannk	2013-07-18 13:05:39.013+07:00
定位球	Added	hoannk	2013-07-18 13:06:37.336+07:00
兔崽子	Added	hoannk	2013-07-18 13:07:28.044+07:00
大人物	Updated	hoannk	2013-07-18 13:08:18.840+07:00
击掌相庆	Added	hoannk	2013-07-18 13:09:59.304+07:00
应变	Updated	hoannk	2013-07-18 13:11:07.042+07:00
长传	Added	hoannk	2013-07-18 13:12:09.678+07:00
冲吊	Added	hoannk	2013-07-18 13:12:46.954+07:00
死守	Updated	hoannk	2013-07-18 13:13:05.417+07:00
新年	Updated	hoannk	2013-07-18 13:14:34.282+07:00
诡计	Deleted	hoannk	2013-07-18 13:17:25.320+07:00
阴谋	Updated	hoannk	2013-07-18 13:28:24.015+07:00
空门	Updated	hoannk	2013-07-18 13:30:33.572+07:00
左右	Added	hoannk	2014-01-21 15:20:29.646+07:00
盘活了	Deleted	hoannk	2014-03-11 15:34:59.039+07:00
气焰	Updated	hoannk	2013-07-18 13:34:11.931+07:00
打气加油	Added	hoannk	2013-07-18 13:34:49.280+07:00
进球	Added	hoannk	2013-07-18 13:35:28.884+07:00
屏气凝神	Added	hoannk	2013-07-18 13:36:28.939+07:00
不争气	Added	hoannk	2013-07-18 13:38:23.214+07:00
总部	Updated	hoannk	2013-07-18 13:39:02.827+07:00
对手	Updated	hoannk	2013-07-18 13:42:47.177+07:00
一波接一波	Added	hoannk	2013-07-18 13:45:17.028+07:00
怒火中烧	Updated	hoannk	2013-07-18 13:46:44.646+07:00
少年	Updated	hoannk	2013-07-18 13:49:30.353+07:00
乌龙球	Updated	hoannk	2013-07-18 13:51:32.175+07:00
算数	Updated	hoannk	2013-07-18 13:53:19.758+07:00
有勇无谋	Deleted	hoannk	2013-07-18 13:53:50.676+07:00
绝路	Updated	hoannk	2013-07-18 13:58:31.685+07:00
缘分	Updated	hoannk	2013-07-18 13:58:59.011+07:00
眉来眼去	Updated	hoannk	2013-07-18 13:59:25.521+07:00
政治	Updated	hoannk	2013-07-18 13:59:52.830+07:00
良好的	Updated	hoannk	2013-07-18 14:01:29.214+07:00
袖标	Added	hoannk	2013-07-18 14:03:12.397+07:00
旅游	Updated	hoannk	2013-07-18 14:06:44.557+07:00
有缘无份	Added	hoannk	2013-07-18 14:08:22.852+07:00
脆生生	Updated	hoannk	2013-07-18 14:10:11.252+07:00
听觉	Updated	hoannk	2013-07-18 14:10:53.233+07:00
撅着嘴	Updated	hoannk	2013-07-18 14:12:17.322+07:00
见鬼	Deleted	hoannk	2014-03-04 16:00:48.699+07:00
骂脏括	Added	hoannk	2013-07-18 14:15:08.441+07:00
本地	Updated	hoannk	2013-07-18 14:16:13.591+07:00
开门	Updated	hoannk	2013-07-18 14:18:52.827+07:00
表特	Added	hoannk	2013-07-18 14:19:34.604+07:00
旅馆	Updated	hoannk	2013-07-18 14:22:48.391+07:00
遮	Added	hoannk	2013-07-18 14:24:00.112+07:00
低沉	Updated	hoannk	2013-07-18 14:24:31.239+07:00
皱的更紧了	Updated	hoannk	2013-07-18 14:25:05.588+07:00
脆生生的	Updated	hoannk	2013-07-18 14:36:16.758+07:00
虐持	Added	hoannk	2013-07-18 14:39:20.149+07:00
笔挺	Updated	hoannk	2013-07-18 14:39:38.086+07:00
都笑了起来	Updated	hoannk	2013-07-18 14:42:09.113+07:00
吵嘴	Updated	hoannk	2013-07-18 14:42:32.080+07:00
想得美	Updated	hoannk	2013-07-18 14:43:23.212+07:00
挥挥拳头	Added	hoannk	2013-07-18 14:44:08.563+07:00
激动人心地	Added	hoannk	2013-07-18 14:45:05.604+07:00
煎蛋	Added	hoannk	2013-07-18 14:49:22.482+07:00
劳顿	Updated	hoannk	2013-07-18 14:49:47.500+07:00
天的报纸	Added	hoannk	2013-07-18 14:50:25.953+07:00
资产	Updated	hoannk	2013-07-18 14:51:37.164+07:00
泄气	Updated	hoannk	2013-07-18 14:52:45.062+07:00
骂了句娘	Added	hoannk	2013-07-18 14:53:57.756+07:00
系好安全带	Updated	hoannk	2013-07-18 14:55:27.945+07:00
父女	Updated	hoannk	2013-07-18 14:58:22.715+07:00
漂亮	Updated	hoannk	2013-07-18 15:00:49.375+07:00
护士	Updated	hoannk	2013-07-18 15:01:29.516+07:00
哀鸣	Updated	hoannk	2013-07-18 15:02:04.289+07:00
发烧	Updated	hoannk	2013-07-18 15:02:50.677+07:00
小姐	Updated	hoannk	2013-07-18 15:03:45.192+07:00
泡	Deleted	hoannk	2013-07-18 15:05:06.045+07:00
输液瓶	Added	hoannk	2013-07-18 15:05:59.052+07:00
名宇	Added	hoannk	2013-07-18 15:06:25.861+07:00
干裂	Added	hoannk	2013-07-18 15:06:42.142+07:00
汤匙	Updated	hoannk	2013-07-18 15:07:36.534+07:00
芝麻糊	Updated	hoannk	2013-07-18 15:11:57.001+07:00
超市	Updated	hoannk	2013-07-18 15:09:37.092+07:00
香气	Updated	hoannk	2013-07-18 15:09:56.762+07:00
味道	Updated	hoannk	2013-07-18 15:11:00.405+07:00
糊状	Added	hoannk	2013-07-18 15:12:31.048+07:00
盘问	Added	hoannk	2013-07-18 15:13:17.721+07:00
脑膜	Added	hoannk	2013-07-18 15:14:54.428+07:00
脑膜炎	Updated	hoannk	2013-07-18 15:15:31.743+07:00
活蹦乱跳的	Updated	hoannk	2013-07-18 15:15:52.918+07:00
鬼佬	Added	hoannk	2013-07-18 15:17:13.099+07:00
浑浑噩噩	Updated	hoannk	2013-07-18 15:18:00.715+07:00
幻想	Updated	hoannk	2013-07-18 15:19:33.109+07:00
首都	Updated	hoannk	2013-07-18 15:20:23.040+07:00
美容	Updated	hoannk	2013-07-18 15:27:49.900+07:00
那么闷	Updated	hoannk	2013-07-18 15:28:22.169+07:00
么闷	Added	hoannk	2013-07-18 15:28:49.471+07:00
斗斗嘴	Added	hoannk	2013-07-18 15:31:49.241+07:00
碧波	Updated	hoannk	2013-07-18 15:33:29.904+07:00
相貌	Updated	hoannk	2013-07-18 15:36:09.140+07:00
号码	Updated	hoannk	2013-07-18 15:37:08.191+07:00
豪门	Updated	hoannk	2013-07-18 15:38:17.841+07:00
撅	Added	hoannk	2013-07-18 15:38:47.390+07:00
候机区	Added	hoannk	2013-07-18 15:39:47.960+07:00
机关	Updated	hoannk	2013-07-18 15:42:13.342+07:00
凶神恶煞	Updated	hoannk	2013-07-18 15:48:30.992+07:00
出人意料的	Updated	hoannk	2013-07-18 15:51:07.651+07:00
浑浑噩噩的	Updated	hoannk	2013-07-18 15:51:53.027+07:00
门卫室	Updated	hoannk	2013-07-18 15:55:09.944+07:00
门卫	Updated	hoannk	2013-07-18 15:57:42.732+07:00
球星	Added	hoannk	2013-07-18 15:59:51.870+07:00
香艳	Updated	hoannk	2013-07-18 16:00:24.751+07:00
肖像权	Added	hoannk	2013-07-18 16:02:13.501+07:00
请楚	Added	hoannk	2013-07-18 16:05:02.439+07:00
传奇	Updated	hoannk	2013-07-18 16:06:20.297+07:00
牵绊	Updated	hoannk	2013-07-18 16:16:09.589+07:00
解职	Added	hoannk	2013-07-18 16:16:41.655+07:00
草皮	Added	hoannk	2013-07-18 16:19:10.262+07:00
人选了	Updated	hoannk	2013-07-18 16:19:44.153+07:00
财政	Updated	hoannk	2013-07-18 16:20:14.825+07:00
夫人	Updated	hoannk	2013-07-18 16:29:43.450+07:00
谢夫人	Deleted	hoannk	2013-07-18 16:30:40.630+07:00
大步走	Updated	hoannk	2013-07-18 16:31:05.685+07:00
学会	Updated	hoannk	2013-07-18 16:35:12.816+07:00
补锅匠	Added	hoannk	2013-07-18 16:54:54.111+07:00
精致	Updated	hoannk	2013-07-18 17:00:02.646+07:00
憎恨	Updated	hoannk	2013-07-18 17:03:59.283+07:00
究竞	Updated	hoannk	2013-07-18 17:06:52.206+07:00
传球	Updated	hoannk	2013-07-18 17:11:04.348+07:00
基地里面	Updated	hoannk	2013-07-18 17:11:44.382+07:00
小山包	Added	hoannk	2013-07-18 17:13:18.891+07:00
一座小山包	Added	hoannk	2013-07-18 17:13:50.399+07:00
悲痛	Updated	hoannk	2013-07-18 17:15:18.805+07:00
请请楚楚	Added	hoannk	2013-07-18 17:21:24.428+07:00
股份	Updated	hoannk	2013-07-18 17:23:45.965+07:00
服从	Updated	hoannk	2014-02-11 13:18:17.855+07:00
替补	Added	hoannk	2013-07-18 17:32:17.707+07:00
高薪	Updated	hoannk	2013-07-18 17:32:31.762+07:00
会离开	Updated	hoannk	2013-07-18 17:34:11.979+07:00
区区	Updated	hoannk	2013-07-18 17:34:32.281+07:00
廉价	Updated	hoannk	2013-07-18 17:34:51.847+07:00
本人	Updated	hoannk	2013-07-18 17:35:21.436+07:00
德高望重	Updated	hoannk	2013-07-19 08:37:19.054+07:00
孔武有力	Added	hoannk	2013-07-19 08:38:18.968+07:00
大家	Updated	hoannk	2013-07-19 08:42:19.140+07:00
从事	Updated	hoannk	2013-07-19 08:45:02.198+07:00
大怒	Updated	hoannk	2013-07-19 08:45:18.654+07:00
历练	Updated	hoannk	2013-07-19 08:46:15.689+07:00
厉声	Updated	hoannk	2013-07-19 08:49:56.591+07:00
不惧	Updated	hoannk	2013-07-19 08:54:14.091+07:00
厚道了	Updated	hoannk	2013-07-19 10:02:17.834+07:00
厚道	Updated	hoannk	2013-07-19 10:02:31.233+07:00
周薪	Added	hoannk	2013-07-19 10:04:31.781+07:00
竖起耳朵	Updated	hoannk	2013-07-19 10:53:43.223+07:00
呼喊声	Updated	hoannk	2013-07-19 11:23:52.045+07:00
牢牢	Updated	hoannk	2013-07-19 11:24:51.936+07:00
争先恐后	Updated	hoannk	2013-07-19 11:53:38.242+07:00
银行	Updated	hoannk	2013-07-19 11:57:47.887+07:00
球探	Added	hoannk	2013-07-19 12:00:38.999+07:00
置疑	Updated	hoannk	2013-07-19 12:11:37.188+07:00
抚弄	Updated	hoannk	2013-07-19 12:11:54.787+07:00
再战	Updated	hoannk	2013-07-19 12:18:15.851+07:00
钱无古人了	Added	hoannk	2013-07-19 12:20:10.417+07:00
钱无古人	Added	hoannk	2013-07-19 12:20:20.268+07:00
前任	Updated	hoannk	2013-07-19 12:25:57.871+07:00
用人	Added	hoannk	2013-07-19 12:28:10.226+07:00
头球	Added	hoannk	2013-07-19 12:42:58.444+07:00
给	Deleted	hoannk	2013-07-19 12:43:31.766+07:00
空霸	Added	hoannk	2013-07-19 12:44:44.619+07:00
断了	Updated	hoannk	2013-07-19 12:46:17.389+07:00
无能为力	Updated	hoannk	2013-07-19 12:50:01.234+07:00
逼抢	Added	hoannk	2013-07-19 12:51:49.656+07:00
贴身	Updated	hoannk	2013-07-19 12:52:24.150+07:00
紧紧	Updated	hoannk	2014-03-18 16:36:05.209+07:00
睚眦必报	Added	hoannk	2013-07-19 13:08:54.485+07:00
红牌	Added	hoannk	2013-07-19 13:12:20.082+07:00
指挥官	Updated	hoannk	2013-07-19 13:14:35.963+07:00
诞生	Updated	hoannk	2013-07-19 13:15:16.759+07:00
失和	Added	hoannk	2013-07-19 13:18:39.693+07:00
